,Unnamed: 0,Title,Weekend Gross,Number of cinemas,Site average,Distributor,date
2,2,Bee Movie,2281393.0,435.0,5244.581609195402,Paramount,16-12-2007
3,3,Fred Claus,720444.0,422.0,1707.21327014218,Warner Bros.,16-12-2007
4,4,Mr Magorium's Wonder Emporium,459734.0,342.0,1344.251461988304,Icon,16-12-2007
5,5,We Own the Night,441416.0,264.0,1672.030303030303,Universal,16-12-2007
6,6,Hitman,288273.0,308.0,935.9512987012988,20th Century Fox,16-12-2007
7,7,American Gangster,221466.0,232.0,954.5948275862067,Universal,16-12-2007
8,8,Beowulf,109220.0,170.0,642.4705882352941,Warner Bros.,16-12-2007
9,9,The Assassination of Jesse James,57652.0,56.0,1029.5,Warner Bros.,16-12-2007
10,10,Billa,51287.0,10.0,5128.7,Ayngaran,16-12-2007
11,11,The Darjeeling Limited,50701.0,48.0,1056.2708333333333,20th Century Fox,16-12-2007
12,12,Nightmare Before Christmas 3-D,39615.0,39.0,1015.7692307692308,Disney,16-12-2007
13,13,Aaja Nachle,32197.0,27.0,1192.4814814814815,Yash Raj,16-12-2007
14,14,Stardust,29689.0,158.0,187.90506329113924,Paramount,16-12-2007
0,0,The Hobbit: An Unexpected Journey,11601538.0,598.0,19400.565217391304,Warner Bros,16-12-2012
1,1,Rise of the Guardians,1250469.0,506.0,2471.282608695652,Paramount,16-12-2012
2,2,Nativity 2: Danger in the Manger!,938309.0,508.0,1847.0649606299207,eOne Films,16-12-2012
3,3,Skyfall,809406.0,434.0,1864.9907834101384,Sony Pictures,16-12-2012
4,4,Tinker Bell and the Secret of the Wings 3D,528820.0,383.0,1380.7310704960837,Disney,16-12-2012
5,5,The Twilight Saga: Breaking Dawn - Part 2,509872.0,407.0,1252.7567567567569,eOne Films,16-12-2012
6,6,Seven Psychopaths,452293.0,398.0,1136.4145728643216,Momentum,16-12-2012
7,7,Silver Linings Playbook,231714.0,260.0,891.2076923076924,Entertainment,16-12-2012
8,8,Argo,108384.0,116.0,934.3448275862067,Warner Bros,16-12-2012
9,9,Great Expectations,100137.0,206.0,486.1019417475728,Lions Gate,16-12-2012
10,10,Arthur Christmas,97847.0,282.0,346.9751773049645,Sony Pictures,16-12-2012
11,11,Talaash,61714.0,45.0,1371.4222222222222,Reliance,16-12-2012
12,12,Madagascar 3: Europe's Most Wanted,54691.0,239.0,228.8326359832636,Paramount,16-12-2012
13,13,End of Watch,43909.0,97.0,452.6701030927835,StudioCanal,16-12-2012
14,14,Sightseers,27915.0,53.0,526.6981132075472,StudioCanal,16-12-2012
0,0,Aquaman,5230285.0,604.0,8659.412251655629,Warner Bros,16-12-2018
1,1,Spider-Man: Into the Spider-Verse,2279995.0,567.0,4021.155202821869,Sony Pictures,16-12-2018
2,2,The Grinch,1747935.86823889,637.0,2744.012352023375,Universal,16-12-2018
3,3,Ralph Breaks the Internet,1402006.0,613.0,2287.122349102773,Disney,16-12-2018
4,4,Mortal Engines,1269441.0,398.0,3189.5502512562816,Universal,16-12-2018
5,5,Creed 2,749740.0,498.0,1505.5020080321283,Warner Bros,16-12-2018
6,6,Fantastic Beasts: The Crimes of Grindelwald,700808.0,545.0,1285.8862385321102,Warner Bros,16-12-2018
7,7,Bohemian Rhapsody,537344.0,530.0,1013.8566037735848,20th Century Fox,16-12-2018
8,8,Free Solo,387402.0,57.0,6796.526315789473,Dogwoof,16-12-2018
9,9,La Traviata - Met Opera 2018 (Opera),274847.198897822,204.0,1347.290190675598,Trafalgar,16-12-2018
10,10,Nativity Rocks!,232820.0,405.0,574.8641975308642,eOne Films,16-12-2018
11,11,CBeebies Christmas Show: Thumbelina,195580.0,376.0,520.1595744680851,Modern Films,16-12-2018
12,12,It's a Wonderful Life (4K Restoration),114865.0,44.0,2610.568181818182,Park Circus,16-12-2018
13,13,The Old Man & the Gun,103447.0,197.0,525.1116751269036,20th Century Fox,16-12-2018
14,14,The Nutcracker and the Four Realms,96759.5637198059,205.0,471.9978718039312,Disney,16-12-2018
0,0,Avatar,5527039.0,441.0,12532.968253968254,20th Century Fox,17-01-2010
1,1,Sherlock Holmes,2028282.0,494.0,4105.834008097166,Warner Bros,17-01-2010
2,2,Alvin And The Chipmunks II,1542970.0,492.0,3136.1178861788617,20th Century Fox,17-01-2010
3,3,It's Complicated,1300580.0,439.0,2962.596810933941,Universal,17-01-2010
4,4,Up In The Air,1298023.0,325.0,3993.916923076923,Paramount,17-01-2010
5,5,The Book Of Eli,1232001.0,385.0,3200.002597402597,Entertainment,17-01-2010
6,6,Daybreakers,804762.0,377.0,2134.647214854112,Lions Gate,17-01-2010
7,7,The Road,470652.0,157.0,2997.7834394904457,Icon,17-01-2010
8,8,Did You Hear About The Morgans,396106.0,339.0,1168.4542772861355,Sony Pictures,17-01-2010
9,9,St. Trinians's 2 ,282047.0,366.0,770.620218579235,Entertainment,17-01-2010
10,10,All About Steve,275083.0,189.0,1455.4656084656085,20th Century Fox,17-01-2010
11,11,44 Inch Chest,152171.0,75.0,2028.9466666666667,Momentum,17-01-2010
12,12,Nine,149594.0,185.0,808.6162162162162,Entertainment,17-01-2010
13,13,Sex & Drugs & Rock & Roll,133773.0,121.0,1105.5619834710744,Entertainment,17-01-2010
14,14,3 Idiots,119450.0,49.0,2437.7551020408164,Adlabs Films,17-01-2010
0,0,The Revenant,5235851.0,589.0,8889.390492359933,20TH FOX,17-01-2016
1,1,Star Wars: The Force Awakens,3137258.0,614.0,5109.540716612378,DISNEY,17-01-2016
2,2,Creed,2221758.0,482.0,4609.45643153527,WARNER,17-01-2016
3,3,Daddy's Home,1500364.0,473.0,3172.016913319239,PARAMOUNT,17-01-2016
4,4,The Hateful Eight,1107520.0,412.0,2688.1553398058254,ENTERTNMT,17-01-2016
5,5,The Danish Girl,683272.0,518.0,1319.0579150579151,UNIVERSAL,17-01-2016
6,6,Room,674033.0,197.0,3421.48730964467,STUDIOCANAL,17-01-2016
7,7,Snoopy and Charlie Brown: The Peanuts Movie,473952.0,543.0,872.8397790055249,20TH FOX,17-01-2016
8,8,Joy,417965.0,435.0,960.83908045977,20TH FOX,17-01-2016
9,9,Les Pecheurs de Perles - Met Opera 2016 (Opera),354738.0,172.0,2062.43023255814,BY EXP,17-01-2016
10,10,The Good Dinosaur,292891.0,489.0,598.959100204499,DISNEY,17-01-2016
11,11,Bridge of Spies,112021.0,196.0,571.5357142857143,20TH FOX,17-01-2016
12,12,"The Hunger Games: Mockingjay, Part 2",96378.0,141.0,683.531914893617,LIONSGATE,17-01-2016
13,13,Ip Man 3,77650.0,24.0,3235.4166666666665,ASIA,17-01-2016
14,14,Hotel Transylvania 2,72166.0,238.0,303.218487394958,SONY,17-01-2016
0,0,Jumper,3068803.0,406.0,7558.628078817734,20th Century Fox,17-02-2008
1,1,National Treasure 2,1493844.0,493.0,3030.10953346856,Disney,17-02-2008
2,2,Juno,1344284.0,366.0,3672.907103825137,20th Century Fox,17-02-2008
3,3,The Water Horse,791015.0,432.0,1831.0532407407409,Sony Pictures,17-02-2008
4,4,Cloverfield,709327.0,377.0,1881.5039787798407,Paramount,17-02-2008
5,5,The Bucket List,602248.0,280.0,2150.885714285714,Warner Bros.,17-02-2008
6,6,There Will Be Blood,540472.0,121.0,4466.710743801653,Disney,17-02-2008
7,7,"Definitely, Maybe",507860.0,331.0,1534.320241691843,Universal,17-02-2008
8,8,Penelope,393495.0,336.0,1171.116071428571,Momentum,17-02-2008
9,9,Jodhaa Akbar,365785.0,46.0,7951.847826086957,UTV Comm.,17-02-2008
10,10,Over Her Dead Body,353244.0,278.0,1270.6618705035971,Entertainment,17-02-2008
11,11,Alvin and the Chipmunks,340927.0,347.0,982.4985590778098,20th Century Fox,17-02-2008
12,12,Sweeney Todd,338176.0,309.0,1094.42071197411,Warner Bros.,17-02-2008
13,13,No Country for Old Men,290403.0,227.0,1279.308370044053,Paramount,17-02-2008
14,14,Underdog,129695.0,173.0,749.6820809248555,Disney,17-02-2008
0,0,A Good Day to Die Hard,4551116.0,484.0,9403.13223140496,20th Century Fox,17-02-2013
1,1,Wreck-It Ralph,3436400.0,543.0,6328.545119705341,Disney,17-02-2013
2,2,This is 40,1229352.0,386.0,3184.8497409326424,Universal,17-02-2013
3,3,Les Miserables,1126168.0,426.0,2643.586854460094,Universal,17-02-2013
4,4,Beautiful Creatures,1109167.0,423.0,2622.144208037825,Entertainment,17-02-2013
5,5,I Give It a Year,1014707.0,403.0,2517.8833746898263,StudioCanal,17-02-2013
6,6,Django Unchained,685389.0,322.0,2128.5372670807456,Sony Pictures,17-02-2013
7,7,Sammy's Great Escape,519049.0,380.0,1365.9184210526316,Warner Bros,17-02-2013
8,8,Lincoln,483397.0,299.0,1616.71237458194,20th Century Fox,17-02-2013
9,9,Flight,472983.0,316.0,1496.7816455696202,Paramount,17-02-2013
10,10,Warm Bodies,456779.0,323.0,1414.1764705882354,eOne Films,17-02-2013
11,11,Life of Pi,283744.0,218.0,1301.577981651376,20th Century Fox,17-02-2013
12,12,Hitchcock,171062.0,240.0,712.7583333333333,20th Century Fox,17-02-2013
13,13,Zero Dark Thirty,142438.0,93.0,1531.5913978494625,Universal,17-02-2013
14,14,Argo,127140.0,115.0,1105.5652173913045,Warner Bros,17-02-2013
0,0,The LEGO Movie 2,2472489.0,652.0,3792.161042944785,Warner Bros,17-02-2019
1,1,Instant Family,2469853.0,536.0,4607.024253731343,Paramount,17-02-2019
2,2,How to Train Your Dragon: The Hidden World,1649759.0,646.0,2553.8065015479874,Universal,17-02-2019
3,3,Alita: Battle Angel,1417674.0,537.0,2639.9888268156424,20th Century Fox,17-02-2019
4,4,Green Book,740086.0,535.0,1383.3383177570092,eOne Films,17-02-2019
5,5,Happy Death Day 2U,735454.0,436.0,1686.8211009174313,Universal,17-02-2019
6,6,The Kid Who Would be King,666749.0,491.0,1357.9409368635438,20th Century Fox,17-02-2019
7,7,If Beale Street Could Talk,368796.0,339.0,1087.8938053097345,eOne Films,17-02-2019
8,8,Glass,311937.0,306.0,1019.4019607843136,Disney,17-02-2019
9,9,The Favourite,283702.0,301.0,942.531561461794,20th Century Fox,17-02-2019
10,10,Gully Boy,267574.0,66.0,4054.151515151515,DCPi ,17-02-2019
11,11,Bohemian Rhapsody,227344.0,265.0,857.9018867924528,20th Century Fox,17-02-2019
12,12,A Private War,223438.0,74.0,3019.4324324324325,Altitude,17-02-2019
13,13,"Mary, Queen of Scots",222166.0,289.0,768.7404844290658,Universal,17-02-2019
14,14,Planeta Singli 3,197243.0,141.0,1398.886524822695,Magnetes,17-02-2019
0,0,Oz: The Great and Powerful,2609475.0,539.0,4841.326530612245,Disney,17-03-2013
1,1,Side Effects,759363.0,371.0,2046.8005390835576,eOne Films,17-03-2013
2,2,Welcome to the Punch,460250.0,370.0,1243.918918918919,Momentum,17-03-2013
3,3,Wreck-It Ralph,426343.0,458.0,930.8799126637556,Disney,17-03-2013
4,4,Parker,308335.0,276.0,1117.1557971014493,eOne Films,17-03-2013
5,5,The Incredible Burt Wonderstone,305936.0,386.0,792.580310880829,Warner Bros,17-03-2013
6,6,Mama,266521.0,299.0,891.3745819397993,Universal,17-03-2013
7,7,Red Dawn,255448.0,341.0,749.1143695014663,Koch Media,17-03-2013
8,8,Hansel and Gretel: Witch Hunters,221452.0,270.0,820.1925925925926,Paramount,17-03-2013
9,9,Guilt Trip,157016.0,284.0,552.8732394366198,Paramount,17-03-2013
10,10,Safe Haven,155090.0,253.0,613.00395256917,Momentum,17-03-2013
11,11,Les Miserables,142145.0,233.0,610.0643776824035,Universal,17-03-2013
12,12,The Paperboy,141881.0,82.0,1730.2560975609756,Lions Gate,17-03-2013
13,13,A Good Day to Die Hard,117988.0,171.0,689.9883040935673,20th century Fox,17-03-2013
14,14,Arbitrage,112587.0,81.0,1389.962962962963,Koch Media,17-03-2013
0,0,Captain Marvel,6643217.09124944,652.0,10188.98326879,Disney,17-03-2019
1,1,Fisherman's Friends,1154864.71559229,506.0,2282.34133516,Entertainment,17-03-2019
2,2,What Men Want,836612.0,495.0,1690.12525253,Paramount,17-03-2019
3,3,The LEGO Movie 2,643623.821693307,599.0,1074.49719815,Warner Bros,17-03-2019
4,4,Fighting With My Family,632598.0,497.0,1272.83299799,Lionsgate,17-03-2019
5,5,How to Train Your Dragon: The Hidden World,530499.0,548.0,968.06386861,Universal,17-03-2019
6,6,Instant Family,467902.0,441.0,1061.00226757,Paramount,17-03-2019
7,7,Green Book,351502.0,427.0,823.18969555,eOne Films,17-03-2019
8,8,Misz Masz Czyli Kogel Mogel 4,167934.795427178,137.0,1225.80142648,Magnetes,17-03-2019
9,9,The Kid Who Would be King,108728.0,317.0,342.99053628,20th Century Fox,17-03-2019
10,10,Everybody Knows,100469.0,85.0,1181.98823529,Universal,17-03-2019
11,11,The Prodigy,96905.4900613656,92.0,1053.32054415,Vertigo,17-03-2019
12,12,Ben Is Back,82204.0,114.0,721.0877193,STX Entertainment,17-03-2019
13,13,Alita: Battle Angel,78076.0,190.0,410.92631579,20th Century Fox,17-03-2019
14,14,The Aftermath,75172.0,333.0,225.74174174,20th Century Fox,17-03-2019
0,0,Scream 4,2061885.0,408.0,5053.639705882353,Entertainment,17-04-2011
1,1,Rio,1695927.0,531.0,3193.8361581920904,20th Century Fox,17-04-2011
2,2,Your Highness,926338.0,388.0,2387.469072164949,eOne,17-04-2011
3,3,Red Riding Hood,842398.0,403.0,2090.317617866005,Warner Bros,17-04-2011
4,4,HOP,788809.0,497.0,1587.1408450704223,Universal,17-04-2011
5,5,Source Code,674202.0,402.0,1677.1194029850749,Optimum,17-04-2011
6,6,Limitless,603963.0,400.0,1509.9075,Paramount,17-04-2011
7,7,Winnie the Pooh,159369.0,421.0,378.54869358669833,Disney,17-04-2011
8,8,Sucker Punch,144612.0,286.0,505.6363636363636,Warner Bros,17-04-2011
9,9,Little White Lies,125273.0,58.0,2159.8793103448274,Lions Gate,17-04-2011
10,10,The Eagle,91229.0,208.0,438.6009615384616,Universal,17-04-2011
11,11,Unknown,88022.0,127.0,693.0866141732283,Optimum,17-04-2011
12,12,Thank You,75773.0,53.0,1429.6792452830189,UTV,17-04-2011
13,13,The Lincoln Lawyer,63892.0,51.0,1252.7843137254902,Entertainment,17-04-2011
14,14,Tangled,59272.0,122.0,485.8360655737705,Disney,17-04-2011
0,0,The Jungle Book,9901921.0,594.0,16669.900673400673,Disney,17-04-2016
1,1,Zootropolis,1129311.0,573.0,1970.874345549738,Disney,17-04-2016
2,2,Eye in the Sky,1110959.0,428.0,2595.698598130841,eOne Films,17-04-2016
3,3,Batman v Superman: Dawn of Justice,990487.0,486.0,2038.0390946502057,Warner Bros,17-04-2016
4,4,Eddie the Eagle,794616.0,517.0,1536.9748549323017,Lionsgate,17-04-2016
5,5,The Huntsman: Winter's War,647110.0,522.0,1239.6743295019155,Universal,17-04-2016
6,6,Fan,426619.0,109.0,3913.935779816514,Yash Raj,17-04-2016
7,7,Theri,281485.0,46.0,6119.239130434783,Q Entertainment,17-04-2016
8,8,Criminal,248376.0,277.0,896.6642599277978,Lionsgate,17-04-2016
9,9,Kung Fu Panda 3,246893.0,469.0,526.4243070362473,20th Century Fox,17-04-2016
10,10,Roberto Devereux - Met Opera 2016 (Opera),208654.0,175.0,1192.3085714285714,By Experience,17-04-2016
11,11,28 Days Later (Secret Cinema 2016),160185.0,1.0,160185.0,20th Century Fox,17-04-2016
12,12,Midnight Special,153508.0,343.0,447.5451895043732,eOne Films,17-04-2016
13,13,Pitbull: Nowe Porzadki,145995.0,32.0,4562.34375,Phoenix,17-04-2016
14,14,My Big Fat Greek Wedding 2,141501.0,262.0,540.0801526717557,Universal,17-04-2016
0,0,The Lost City,2743211.0,617.0,4446.0,Paramount,17-04-2022
1,1,Fantastic Beasts: The Secrets Of Dumbledore,2643621.0,727.0,3636.0,Warner Bros,17-04-2022
2,2,Sonic The Hedgehog 2,2046908.0,677.0,3023.0,Paramount,17-04-2022
3,3,The Northman,897737.0,528.0,1700.0,Universal,17-04-2022
4,4,Operation Mincemeat,895008.0,621.0,1441.0,Warner Bros,17-04-2022
5,5,The Bad Guys,807369.0,654.0,1235.0,Universal,17-04-2022
6,6,Beast (Tamil/Hindi),505648.0,153.0,3305.0,Big Films,17-04-2022
7,7,K.G.F: Chapter 2,357038.0,89.0,4012.0,DG Tech,17-04-2022
8,8,The Batman,319464.0,373.0,856.0,Warner Bros,17-04-2022
9,9,Morbius,247627.0,418.0,592.0,Sony Pictures,17-04-2022
10,10,K.G.F: Chapter 2 (Hindi),231782.0,71.0,3265.0,Cinestaan AA Distributors,17-04-2022
11,11,Benedetta,62056.0,80.0,776.0,MUBI,17-04-2022
12,12,Uncharted,46470.0,195.0,238.0,Sony Pictures,17-04-2022
13,13,Sing 2,39269.0,231.0,170.0,Universal,17-04-2022
14,14,Rabbit Academy,35603.0,322.0,111.0,Signature Entertainment,17-04-2022
0,0,Angels and Demons,6054627.0,506.0,11965.666007905138,Sony Pictures,17-05-2009
1,1,Star Trek,3467009.0,498.0,6961.865461847389,Paramount,17-05-2009
2,2,Coraline,1372528.0,394.0,3483.5736040609136,Universal,17-05-2009
3,3,X-Men Origins: Wolverine,1211104.0,452.0,2679.433628318584,20th Century Fox,17-05-2009
4,4,The Hannah Montana Movie,1000834.0,424.0,2360.4575471698117,Disney,17-05-2009
5,5,Fighting,991180.0,293.0,3382.866894197952,Universal,17-05-2009
6,6,The Ghosts of Girlfriends Past,478376.0,336.0,1423.7380952380952,Entertainment,17-05-2009
7,7,State of Play,281365.0,292.0,963.5787671232875,Universal,17-05-2009
8,8,Monsters vs. Aliens,255435.0,354.0,721.5677966101695,Paramount,17-05-2009
9,9,17 Again,138388.0,254.0,544.8346456692914,Entertainment,17-05-2009
10,10,"Synecdoche, New York",123125.0,30.0,4104.166666666667,Revolver,17-05-2009
11,11,I Love You Man,104263.0,105.0,992.9809523809524,Paramount,17-05-2009
12,12,In the Loop,82567.0,63.0,1310.5873015873017,Optimum,17-05-2009
13,13,Cheri,59640.0,76.0,784.7368421052631,Warner Bros,17-05-2009
14,14,Fast & Furious,42111.0,109.0,386.3394495412844,Universal,17-05-2009
0,0,Pitch Perfect 2,5005394.0,496.0,10091.520161290324,Universal,17-05-2015
1,1,Mad Max: Fury Road,4538933.0,546.0,8313.064102564103,Warner Bros,17-05-2015
2,2,"Avengers: Age Of Ultron, The",1661968.0,521.0,3189.957773512476,Disney,17-05-2015
3,3,Spooks: The Greater Good,533843.0,421.0,1268.0356294536816,20th Century Fox,17-05-2015
4,4,Far From The Madding Crowd,400566.0,476.0,841.5252100840336,20th Century Fox,17-05-2015
5,5,"Royal Night Out, A",301686.0,333.0,905.963963963964,Lionsgate,17-05-2015
6,6,Home,252245.0,483.0,522.2463768115942,20th Century Fox,17-05-2015
7,7,Unfriended,250428.0,361.0,693.7063711911358,Universal,17-05-2015
8,8,Fast & Furious 7,224972.0,315.0,714.1968253968254,Universal,17-05-2015
9,9,"Age Of Adaline, The",193494.0,338.0,572.4674556213017,Entertainment,17-05-2015
10,10,Two By Two,165055.0,424.0,389.2806603773585,eOne Films,17-05-2015
11,11,Cinderella,150974.0,433.0,348.6697459584296,Disney,17-05-2015
12,12,Big Game,139230.0,322.0,432.39130434782606,eOne Films,17-05-2015
13,13,Bombay Velvet,93214.0,73.0,1276.9041095890411,20th Century Fox,17-05-2015
14,14,Piku,63798.0,29.0,2199.9310344827586,Yash Raj,17-05-2015
0,0,Fantastic Four: Rise of the Silver Surfer ,4137169.0,475.0,8709.82947368421,20th Century Fox,17-06-2007
1,1,Ocean's Thirteen,2184104.0,482.0,4531.336099585063,Warner,17-06-2007
2,2,Pirates of the Caribbean: At World's End,1613764.0,458.0,3523.502183406113,BVI,17-06-2007
3,3,Vacancy,565936.0,288.0,1965.055555555556,Sony,17-06-2007
4,4,Are We Done Yet?,344493.0,277.0,1243.6570397111914,Sony,17-06-2007
5,5,Jhoom Barabar Jhoom,266748.0,47.0,5675.489361702128,Yash Raj,17-06-2007
6,6,Wedding Daze,209605.0,304.0,689.4901315789474,Pathé,17-06-2007
7,7,Tell No One,173852.0,55.0,3160.9454545454546,Revolver,17-06-2007
8,8,Sivaji,168603.0,12.0,14050.25,Ayngaran ,17-06-2007
9,9,Spider-Man 3,151743.0,320.0,474.196875,Sony,17-06-2007
10,10,Zodiac,118515.0,130.0,911.6538461538462,Warner,17-06-2007
11,11,Paradise Lost,58250.0,154.0,378.24675324675326,Lionsgate,17-06-2007
12,12,Bridge to Terabitha,42083.0,246.0,171.0691056910569,Icon,17-06-2007
13,13,28 Weeks Later,28942.0,61.0,474.4590163934426,20th Century Fox,17-06-2007
14,14,The Lives of Others,28068.0,25.0,1122.72,Lionsgate,17-06-2007
0,0,Prometheus,2009955.0,522.0,3850.4885057471274,20th Century Fox,17-06-2012
1,1,Men in Black 3,1544429.0,495.0,3120.058585858586,Sony Pictures,17-06-2012
2,2,Snow White and the Huntsman,1297559.0,496.0,2616.046370967742,Universal,17-06-2012
3,3,Rock of Ages,1003107.0,479.0,2094.169102296451,Warner Bros,17-06-2012
4,4,The Pact,475936.0,317.0,1501.3753943217666,eOne Films,17-06-2012
5,5,Red Lights,445109.0,288.0,1545.517361111111,Momentum,17-06-2012
6,6,Marvel Avengers Assemble,376991.0,276.0,1365.909420289855,Disney,17-06-2012
7,7,Fast Girls,335700.0,368.0,912.2282608695652,StudioCanal,17-06-2012
8,8,What to Expect When You're Expecting,248185.0,208.0,1193.1971153846157,Lions Gate,17-06-2012
9,9,Top Cat - The Movie,246283.0,433.0,568.782909930716,Vertigo,17-06-2012
10,10,The Dictator,207299.0,164.0,1264.0182926829268,Paramount,17-06-2012
11,11,Jaws (Re: 2012),187197.0,318.0,588.6698113207547,Universal,17-06-2012
12,12,The Angels' Share,171098.0,79.0,2165.7974683544303,eOne Films,17-06-2012
13,13,Cosmopolis,116519.0,62.0,1879.3387096774195,eOne Films,17-06-2012
14,14,Moonrise Kingdom,110299.0,62.0,1779.016129032258,Universal,17-06-2012
0,0,Jurassic World: Fallen Kingdom,7220952.0,667.0,10826.014992503748,Universal,17-06-2018
1,1,Hereditary,1863913.0,527.0,3536.8368121442127,Entertainment,17-06-2018
2,2,Solo: A Star Wars Story,972673.0,583.0,1668.392795883362,Disney,17-06-2018
3,3,Deadpool 2,874668.0,527.0,1659.7115749525617,20th Century Fox,17-06-2018
4,4,Race 3,782950.941750188,141.0,5552.843558511971,Yash Raj,17-06-2018
5,5,Book Club,413904.0,518.0,799.042471042471,Paramount,17-06-2018
6,6,Avengers: Infinity War,408451.0,380.0,1074.871052631579,Disney,17-06-2018
7,7,Sherlock Gnomes,404882.0,570.0,710.319298245614,Paramount,17-06-2018
8,8,Show Dogs,226703.0,479.0,473.2839248434238,eOne Films,17-06-2018
9,9,Blade Runner: The Final Cut (Secret Cinema 2018),166756.0,1.0,166756.0,Warner Bros,17-06-2018
10,10,The Happy Prince,107178.0,34.0,3152.294117647059,Lionsgate,17-06-2018
11,11,Super Troopers 2,101881.161498295,306.0,332.94497221665034,20th Century Fox,17-06-2018
12,12,McQueen,98753.0,97.0,1018.0721649484536,Lionsgate,17-06-2018
13,13,"Swan Lake - ROH, London 2017/18 (Ballet)",71257.1799999987,89.0,800.6424719100977,Royal Opera House,17-06-2018
14,14,I Feel Pretty,59214.0,159.0,372.4150943396226,STX Entertainment,17-06-2018
0,0,Harry Potter & the Deathly Hallows: Part 2,23753171.0,582.0,40813.00859106529,Warner Bros,17-07-2011
1,1,Transformers: Dark of the Moon,1990508.0,472.0,4217.177966101695,Paramount,17-07-2011
2,2,Bridesmaids,1576780.0,454.0,3473.0837004405284,Universal,17-07-2011
